face_detected,head_tilt_angle,shoulder_position,posture_label
1,2.94,0.82,Working
1,22.33,0.92,Distracted
1,3.91,0.83,Working
1,0.41,0.53,Distracted
1,4.8,0.82,Working
1,3.85,0.52,Distracted
1,16.32,0.54,Distracted
0,36.93,0.32,Idle
0,21.04,0.2,Idle
1,0.56,0.7,Distracted
1,21.38,0.87,Distracted
1,15.44,0.69,Distracted
0,31.44,0.17,Idle
1,27.08,0.98,Distracted
1,20.5,0.6,Distracted
1,1.69,0.61,Distracted
1,8.08,0.73,Working
1,12.72,0.84,Distracted
0,35.17,0.3,Idle
1,27.68,0.87,Distracted
1,26.81,0.81,Distracted
1,7.86,0.45,Distracted
1,4.69,0.78,Working
0,25.26,0.37,Idle
1,1.64,0.76,Working
1,28.57,0.48,Distracted
0,37.14,0.35,Idle
1,26.76,0.83,Distracted
1,21.95,0.49,Distracted
1,16.33,0.42,Distracted
1,2.46,0.81,Working
0,37.31,0.35,Idle
1,25.82,0.62,Distracted
1,0.38,0.47,Distracted
1,4.41,0.97,Working
1,23.33,0.84,Distracted
1,26.77,0.83,Distracted
0,22.68,0.2,Idle
1,18.0,0.5,Distracted
1,18.03,0.71,Distracted
1,12.31,0.69,Distracted
0,33.96,0.35,Idle
1,29.68,0.49,Distracted
1,1.24,0.94,Working
1,3.51,0.52,Distracted
1,4.76,0.99,Working
1,27.32,0.95,Distracted
1,3.97,0.53,Distracted
1,22.17,0.87,Distracted
1,7.09,0.49,Distracted
1,18.82,0.7,Distracted
1,19.84,0.54,Distracted
1,1.99,0.43,Distracted
1,19.47,0.52,Distracted
1,18.53,0.72,Distracted
1,6.91,0.71,Working
1,17.24,0.83,Distracted
1,10.35,0.67,Distracted
1,3.75,0.83,Working
1,4.0,0.92,Working
1,19.2,0.85,Distracted
1,13.9,0.44,Distracted
0,29.71,0.13,Idle
1,11.47,0.84,Distracted
1,6.83,0.59,Distracted
1,5.08,0.58,Distracted
1,21.92,0.62,Distracted
1,1.56,0.47,Distracted
1,0.95,0.72,Working
0,27.97,0.25,Idle
1,10.22,0.95,Distracted
1,29.23,0.93,Distracted
1,13.29,0.51,Distracted
1,21.59,0.86,Distracted
1,15.11,0.59,Distracted
1,16.92,0.44,Working
1,24.14,0.98,Distracted
1,5.54,0.94,Working
1,4.97,0.66,Distracted
1,28.19,0.6,Distracted
0,28.69,0.22,Idle
1,19.17,0.5,Distracted
1,16.92,0.99,Distracted
0,24.77,0.29,Idle
1,4.3,0.97,Working
1,21.35,0.58,Distracted
0,21.23,0.11,Idle
1,26.58,0.73,Distracted
1,6.92,0.78,Working
1,19.16,0.44,Distracted
0,29.28,0.12,Idle
1,27.24,0.85,Distracted
1,2.67,0.76,Working
1,17.01,0.94,Distracted
1,23.87,0.72,Distracted
1,2.38,0.61,Distracted
1,27.54,0.65,Distracted
1,13.17,0.74,Distracted
1,7.56,0.64,Distracted
1,11.14,0.89,Working
0,32.44,0.27,Idle
1,27.53,0.96,Distracted
1,22.08,0.68,Distracted
1,8.28,0.59,Distracted
1,28.05,0.57,Distracted
1,23.91,0.94,Distracted
1,17.9,0.73,Distracted
1,0.67,0.81,Working
1,24.14,0.54,Distracted
0,25.25,0.14,Idle
0,23.07,0.19,Idle
0,21.58,0.24,Idle
1,15.47,0.59,Distracted
1,19.93,0.83,Distracted
1,24.51,0.63,Distracted
1,28.76,0.79,Distracted
1,12.92,0.44,Distracted
1,5.72,0.42,Distracted
1,8.79,0.42,Distracted
1,24.77,0.96,Distracted
1,17.09,0.73,Distracted
1,10.12,0.56,Distracted
1,14.26,0.42,Distracted
1,9.65,0.81,Working
1,28.33,0.68,Distracted
1,9.31,0.86,Working
1,5.47,0.81,Working
1,14.23,0.65,Distracted
1,6.44,0.73,Working
1,15.66,0.84,Distracted
1,16.73,0.99,Distracted
0,25.88,0.24,Idle
1,29.77,0.52,Distracted
1,0.49,0.59,Distracted
1,2.72,0.68,Distracted
0,29.24,0.32,Idle
1,16.46,0.64,Distracted
0,20.94,0.33,Idle
0,36.15,0.16,Idle
1,6.01,0.94,Working
1,16.16,0.97,Distracted
0,34.2,0.27,Idle
1,24.46,0.9,Distracted
1,16.82,0.97,Distracted
1,26.58,0.97,Distracted
1,19.41,0.92,Distracted
1,10.02,0.88,Distracted
1,25.18,0.71,Distracted
1,25.38,0.47,Distracted
0,24.7,0.39,Idle
1,4.79,0.67,Distracted
1,1.37,0.69,Distracted
0,33.12,0.24,Idle
1,26.85,0.97,Distracted
1,6.38,0.68,Working
1,5.39,0.73,Working
1,1.83,0.82,Working
1,12.7,0.99,Distracted
1,8.2,0.84,Working
1,4.38,0.63,Distracted
1,13.31,0.42,Distracted
0,25.97,0.4,Idle
1,28.22,0.83,Distracted
1,25.64,0.86,Distracted
1,27.98,0.83,Distracted
1,24.99,0.79,Distracted
1,9.64,0.56,Distracted
1,27.96,0.6,Distracted
1,18.04,0.72,Distracted
1,28.77,0.71,Distracted
0,21.25,0.37,Idle
1,18.71,0.63,Distracted
0,27.45,0.24,Idle
1,27.31,0.72,Distracted
1,0.98,0.65,Distracted
1,9.3,0.63,Distracted
1,8.91,0.99,Working
0,29.38,0.28,Idle
1,19.92,0.71,Distracted
1,13.79,0.8,Distracted
1,13.81,0.75,Distracted
1,24.07,0.98,Distracted
0,31.76,0.31,Idle
0,38.14,0.29,Idle
1,13.22,0.44,Distracted
0,23.08,0.22,Idle
1,12.17,0.5,Distracted
0,25.32,0.35,Idle
1,20.05,0.55,Distracted
1,20.91,0.84,Distracted
1,9.62,0.71,Working
1,27.09,0.88,Distracted
0,38.47,0.13,Idle
1,29.8,0.81,Distracted
1,21.46,0.55,Distracted
1,23.74,0.83,Distracted
1,7.22,0.41,Distracted
1,24.22,0.98,Distracted
1,12.6,0.99,Distracted
1,18.17,0.91,Distracted
1,16.38,0.41,Distracted
0,33.07,0.33,Idle
1,6.09,0.73,Working
1,12.82,0.59,Distracted
0,36.87,0.37,Idle
1,28.87,0.57,Distracted
1,18.68,0.69,Distracted
1,18.6,0.97,Working
1,6.15,0.76,Working
1,29.7,0.96,Distracted
0,32.47,0.4,Idle
1,1.37,0.56,Distracted
1,12.32,0.7,Distracted
1,23.22,0.46,Distracted
1,29.72,0.43,Distracted
1,17.63,0.82,Distracted
1,10.31,0.63,Distracted
0,30.63,0.11,Idle
1,22.82,0.97,Distracted
1,9.65,0.4,Distracted
1,21.42,0.4,Distracted
0,39.28,0.28,Idle
1,29.03,0.47,Distracted
1,10.96,0.44,Distracted
1,1.75,0.93,Working
1,29.0,0.49,Distracted
1,10.11,0.64,Distracted
1,8.88,0.99,Working
1,3.76,0.76,Working
1,11.38,0.66,Distracted
1,17.18,0.8,Distracted
1,13.45,0.93,Distracted
1,21.17,0.89,Distracted
1,5.13,0.43,Distracted
1,19.53,0.44,Distracted
1,10.18,0.82,Distracted
1,6.29,0.64,Distracted
1,19.64,0.82,Distracted
0,28.87,0.22,Idle
1,4.19,0.54,Distracted
1,13.3,0.77,Distracted
1,19.43,0.96,Distracted
1,22.99,0.85,Distracted
1,19.55,0.91,Distracted
1,2.43,0.73,Working
1,10.59,0.96,Distracted
1,25.44,0.49,Distracted
1,9.39,0.59,Distracted
1,25.14,0.96,Distracted
1,17.68,0.42,Distracted
0,38.91,0.37,Idle
0,31.8,0.13,Idle
1,24.08,0.59,Distracted
1,2.06,0.93,Working
0,29.72,0.21,Idle
1,8.25,0.5,Distracted
1,12.47,0.5,Distracted
1,26.83,0.86,Distracted
1,3.64,0.53,Distracted
1,29.59,0.94,Distracted
1,20.49,0.76,Distracted
1,22.74,0.97,Distracted
1,25.28,0.72,Distracted
1,7.77,0.87,Working
1,27.53,0.74,Distracted
0,22.88,0.38,Idle
1,10.0,0.43,Distracted
1,20.86,0.71,Distracted
1,20.3,0.91,Distracted
1,28.32,0.68,Distracted
1,27.74,0.88,Distracted
1,8.91,0.82,Working
1,6.91,0.95,Working
1,21.49,0.45,Distracted
0,36.32,0.4,Idle
1,23.56,0.56,Distracted
1,25.91,0.82,Distracted
0,25.93,0.23,Idle
1,29.98,0.95,Distracted
1,3.09,0.75,Working
1,12.43,0.57,Distracted
1,10.69,0.59,Distracted
1,29.79,0.85,Distracted
1,25.22,0.74,Distracted
0,33.47,0.2,Idle
1,19.62,0.94,Distracted
1,13.09,0.69,Distracted
1,19.05,0.43,Distracted
1,15.11,0.68,Distracted
0,31.81,0.37,Idle
0,26.34,0.22,Idle
1,6.57,0.51,Distracted
1,20.13,0.4,Distracted
0,21.83,0.27,Idle
0,27.04,0.2,Idle
1,18.47,0.67,Distracted
1,6.79,0.81,Working
1,6.6,0.95,Working
1,13.53,0.5,Distracted
1,21.56,0.73,Distracted
1,0.92,0.82,Working
1,14.08,0.8,Distracted
1,27.24,0.75,Distracted
1,27.48,0.76,Distracted
0,39.01,0.2,Idle
1,7.68,0.47,Distracted
1,11.89,0.42,Distracted
1,28.73,0.49,Distracted
1,29.49,0.9,Distracted
1,18.9,0.55,Distracted
1,15.19,0.68,Distracted
1,15.33,0.47,Distracted
1,4.11,0.59,Distracted
1,2.16,0.69,Distracted
1,7.55,0.97,Working
1,6.78,0.55,Distracted
1,28.6,0.7,Distracted
1,29.86,0.6,Distracted
1,25.39,0.77,Distracted
1,22.75,0.72,Distracted
0,33.88,0.26,Idle
1,11.45,0.84,Distracted
1,5.31,0.46,Distracted
1,7.32,0.5,Distracted
1,5.14,0.85,Working
1,8.21,0.48,Distracted
1,15.44,0.58,Distracted
0,31.58,0.32,Idle
1,1.79,0.43,Distracted
1,27.21,0.74,Distracted
0,31.69,0.11,Idle
1,26.81,0.98,Distracted
1,7.21,0.64,Distracted
1,15.43,0.98,Distracted
1,8.54,0.9,Working
0,24.47,0.31,Idle
1,18.41,0.56,Distracted
1,23.63,0.98,Distracted
1,20.34,0.94,Distracted
1,16.6,0.42,Working
1,10.12,0.56,Distracted
1,9.57,0.97,Working
1,4.18,0.79,Working
1,19.49,0.62,Distracted
0,37.49,0.16,Idle
0,23.85,0.35,Idle
1,2.84,0.62,Distracted
1,4.83,0.44,Distracted
0,20.62,0.37,Idle
1,15.14,0.84,Distracted
1,15.06,0.81,Distracted
1,21.03,0.42,Distracted
1,12.12,0.67,Distracted
1,16.77,0.41,Distracted
1,0.76,0.86,Working
1,15.44,0.58,Distracted
1,23.21,0.62,Distracted
1,4.54,0.41,Distracted
1,4.07,0.87,Working
1,28.51,0.76,Distracted
1,20.96,0.78,Distracted
1,1.52,0.52,Distracted
1,20.78,0.53,Distracted
1,4.04,0.63,Distracted
1,6.29,0.47,Distracted
1,26.92,0.47,Distracted
1,1.88,0.77,Working
1,11.74,0.89,Distracted
1,1.93,0.89,Working
1,23.62,0.69,Distracted
1,16.17,0.51,Distracted
1,22.29,0.94,Distracted
1,3.63,0.79,Working
1,18.35,0.62,Distracted
1,7.22,0.48,Distracted
1,7.65,0.58,Distracted
1,18.94,0.84,Distracted
0,37.16,0.11,Idle
1,13.48,0.58,Distracted
1,19.94,0.61,Distracted
1,14.35,0.79,Distracted
1,1.29,0.77,Working
0,22.73,0.31,Idle
1,27.21,0.8,Distracted
0,21.19,0.25,Idle
1,0.29,0.93,Working
1,29.52,0.99,Distracted
1,17.47,0.51,Distracted
1,12.02,0.44,Distracted
1,24.06,0.63,Distracted
1,22.49,0.66,Working
0,34.18,0.37,Idle
1,7.82,0.69,Distracted
1,21.13,0.72,Distracted
1,19.24,0.4,Distracted
1,13.92,0.89,Distracted
1,6.05,0.44,Distracted
1,1.8,0.62,Distracted
1,17.75,0.55,Distracted
1,6.33,0.73,Working
1,2.75,0.89,Working
0,33.1,0.34,Idle
1,4.03,0.53,Distracted
1,17.78,0.52,Distracted
0,28.58,0.29,Idle
1,23.07,0.54,Distracted
0,39.57,0.21,Idle
0,27.19,0.14,Idle
1,18.42,0.46,Distracted
1,23.79,0.76,Distracted
0,30.03,0.13,Idle
1,4.64,0.54,Distracted
1,2.37,0.51,Distracted
1,21.97,0.9,Distracted
1,17.42,0.85,Distracted
1,4.38,0.71,Working
1,8.14,0.67,Distracted
0,24.3,0.26,Idle
1,9.51,0.81,Working
1,0.31,0.82,Working
1,16.26,0.48,Distracted
1,28.25,0.72,Distracted
1,10.8,0.48,Distracted
1,14.39,0.85,Distracted
1,4.28,0.7,Distracted
1,10.02,0.65,Distracted
1,3.46,0.91,Working
1,1.14,0.83,Working
0,35.06,0.11,Idle
1,9.51,0.81,Working
1,25.29,0.59,Distracted
1,20.38,0.91,Distracted
0,36.59,0.27,Idle
1,7.8,0.54,Distracted
1,16.58,0.73,Distracted
1,23.41,0.55,Distracted
1,12.62,0.73,Distracted
1,18.25,0.66,Distracted
1,29.66,0.77,Distracted
0,30.16,0.37,Idle
1,15.39,0.42,Distracted
1,3.79,0.5,Distracted
1,24.58,0.55,Distracted
1,11.24,0.59,Distracted
0,38.65,0.14,Idle
0,31.91,0.1,Idle
1,2.74,0.45,Distracted
1,15.39,0.57,Distracted
1,20.04,0.72,Distracted
1,7.88,0.79,Working
1,24.88,0.42,Distracted
1,23.13,0.58,Distracted
1,7.2,0.68,Distracted
1,2.67,0.46,Distracted
1,4.87,0.75,Working
1,17.61,0.61,Distracted
0,23.25,0.26,Idle
1,8.51,0.85,Working
1,20.06,0.61,Distracted
1,10.57,0.85,Distracted
1,14.13,0.98,Distracted
1,17.65,0.54,Distracted
0,35.78,0.2,Idle
1,4.52,0.56,Distracted
0,24.91,0.4,Idle
1,3.85,0.46,Distracted
0,20.93,0.18,Idle
1,27.78,0.93,Distracted
1,13.46,0.73,Distracted
1,8.54,0.93,Working
1,10.28,0.83,Distracted
1,0.63,0.4,Distracted
1,4.24,0.73,Working
0,39.03,0.2,Idle
0,35.45,0.24,Idle
1,10.45,0.54,Distracted
0,31.75,0.1,Idle
1,4.13,0.71,Working
1,6.32,0.76,Working
1,2.43,0.59,Distracted
1,17.42,0.72,Distracted
1,2.24,0.52,Distracted
1,23.04,0.83,Distracted
1,3.32,0.47,Distracted
1,20.67,0.44,Distracted
1,26.25,0.62,Distracted
1,1.83,0.65,Distracted
1,0.66,0.9,Working
1,12.97,0.98,Distracted
1,24.37,0.53,Distracted
1,12.75,0.97,Distracted
1,16.9,0.65,Distracted
1,14.7,0.68,Distracted
0,20.87,0.12,Idle
1,28.53,0.78,Distracted
1,7.33,0.48,Distracted
1,22.18,0.49,Distracted
1,16.81,0.75,Working
1,7.12,0.54,Distracted
1,24.43,0.45,Distracted
1,18.54,0.47,Distracted
0,35.15,0.13,Idle
0,28.4,0.4,Idle
1,14.52,0.92,Distracted
0,29.84,0.18,Idle
1,3.38,0.98,Working
1,8.45,0.7,Distracted
1,23.44,0.71,Distracted
0,25.89,0.16,Idle
0,31.66,0.14,Idle
1,21.23,0.46,Distracted
1,26.49,0.85,Distracted
1,5.68,0.8,Working
1,23.85,0.49,Distracted
1,1.27,0.8,Working
1,8.19,0.99,Working
1,19.73,0.6,Distracted
1,28.11,0.87,Distracted
1,3.11,0.75,Working
1,27.73,0.98,Distracted
1,13.24,0.64,Distracted
1,24.19,0.79,Distracted
1,17.69,0.94,Distracted
0,38.45,0.23,Idle
1,0.85,0.76,Working
0,26.7,0.1,Idle
1,15.84,0.68,Distracted
1,21.41,0.87,Distracted
1,22.43,0.57,Distracted
1,2.19,0.59,Distracted
1,3.1,0.77,Working
1,6.31,0.73,Working
1,27.03,0.45,Distracted
0,39.95,0.39,Idle
1,0.15,0.46,Distracted
1,28.15,0.62,Distracted
0,30.12,0.38,Idle
1,21.85,0.68,Distracted
0,31.36,0.27,Idle
1,26.09,0.97,Distracted
1,22.86,0.95,Distracted
0,20.12,0.18,Idle
1,8.15,0.93,Working
1,7.13,0.76,Working
1,27.85,0.86,Distracted
1,16.54,0.72,Distracted
1,2.07,0.45,Distracted
1,6.04,0.95,Working
1,26.67,0.48,Distracted
1,19.73,0.57,Distracted
1,22.78,0.65,Distracted
0,20.6,0.4,Idle
1,8.46,0.89,Working
0,36.95,0.24,Idle
1,7.39,0.75,Working
1,23.64,0.81,Distracted
1,14.54,0.57,Distracted
1,17.24,0.44,Distracted
1,22.95,0.46,Distracted
1,25.82,0.4,Distracted
1,18.58,0.53,Distracted
1,24.87,0.46,Distracted
1,23.51,0.6,Working
1,2.36,0.58,Distracted
1,3.28,0.6,Distracted
1,8.34,0.96,Working
1,28.95,0.92,Distracted
1,27.51,0.8,Distracted
1,24.82,0.51,Distracted
1,6.31,0.52,Distracted
1,7.04,0.56,Distracted
1,10.71,0.82,Distracted
0,30.19,0.16,Idle
1,24.96,0.69,Distracted
1,11.16,0.82,Distracted
0,24.42,0.2,Idle
1,16.15,0.99,Distracted
1,0.48,0.86,Working
0,23.83,0.24,Idle
1,5.25,0.94,Working
1,8.05,0.91,Working
1,24.26,0.44,Distracted
1,20.25,0.84,Distracted
1,20.42,0.71,Distracted
0,32.95,0.32,Idle
0,28.28,0.29,Idle
1,0.93,0.97,Working
0,29.47,0.29,Idle
1,14.24,0.88,Distracted
1,26.36,0.96,Distracted
1,6.29,0.95,Working
1,5.66,0.52,Distracted
1,7.59,0.85,Working
0,28.86,0.27,Idle
1,12.96,0.7,Distracted
1,26.32,0.56,Distracted
1,18.99,0.47,Distracted
1,28.95,0.57,Distracted
1,25.31,0.51,Distracted
1,29.46,0.41,Distracted
0,25.77,0.19,Idle
0,31.27,0.17,Idle
1,7.53,0.69,Distracted
1,8.65,0.82,Working
1,27.49,0.94,Distracted
0,30.04,0.15,Idle
1,14.5,0.73,Distracted
0,26.96,0.24,Idle
1,13.91,0.86,Distracted
1,8.22,0.77,Working
1,0.58,0.55,Distracted
1,6.17,0.45,Distracted
1,10.66,0.81,Distracted
1,18.74,0.49,Distracted
1,9.04,0.75,Working
1,20.19,0.66,Distracted
1,9.97,0.58,Distracted
1,17.38,0.56,Distracted
0,25.9,0.18,Idle
1,13.28,0.69,Distracted
1,29.28,0.59,Distracted
0,31.82,0.18,Idle
1,7.78,0.55,Distracted
1,5.75,0.6,Distracted
1,22.47,0.55,Distracted
1,23.34,0.92,Distracted
1,13.12,0.89,Distracted
0,20.25,0.17,Idle
1,27.84,0.84,Distracted
1,0.04,0.67,Distracted
1,19.38,0.79,Distracted
1,3.88,0.7,Distracted
1,1.03,0.59,Distracted
1,22.35,0.78,Distracted
0,26.62,0.22,Idle
1,10.85,0.87,Distracted
1,24.65,0.66,Distracted
1,0.54,0.88,Working
1,25.28,0.92,Distracted
1,7.95,0.45,Distracted
1,2.78,0.49,Distracted
1,21.19,0.97,Distracted
0,35.74,0.17,Idle
1,26.62,0.64,Distracted
1,19.64,0.67,Distracted
1,7.26,0.9,Working
1,16.93,0.92,Distracted
0,33.75,0.39,Idle
1,11.59,0.43,Distracted
1,8.39,0.88,Working
0,30.59,0.35,Idle
1,5.03,0.81,Working
1,27.35,0.77,Distracted
1,0.78,0.6,Distracted
1,8.11,0.65,Distracted
0,22.41,0.25,Idle
1,28.07,0.87,Distracted
1,14.77,0.75,Distracted
1,11.6,0.84,Distracted
1,26.55,0.65,Distracted
0,24.04,0.35,Idle
1,1.46,0.59,Distracted
1,9.83,0.64,Distracted
1,7.99,0.43,Distracted
1,10.53,0.58,Distracted
1,20.6,0.53,Distracted
1,29.54,0.41,Distracted
0,29.5,0.24,Idle
1,14.51,0.88,Distracted
1,16.02,0.77,Distracted
0,22.79,0.31,Idle
1,8.86,0.47,Distracted
1,18.02,0.59,Distracted
1,8.33,0.73,Working
1,5.55,0.8,Working
1,21.02,0.83,Distracted
0,31.7,0.35,Idle
1,16.75,0.9,Distracted
0,30.87,0.37,Idle
1,28.63,0.83,Distracted
1,8.84,0.56,Distracted
1,27.06,0.78,Distracted
1,18.75,0.89,Distracted
1,4.8,0.85,Working
1,25.97,0.57,Distracted
1,9.93,0.55,Distracted
1,23.54,0.88,Distracted
0,26.12,0.18,Idle
0,20.37,0.27,Idle
1,23.66,0.76,Distracted
1,28.57,0.87,Distracted
0,22.78,0.12,Idle
1,7.09,0.82,Working
0,37.82,0.17,Idle
1,29.58,0.76,Distracted
1,24.56,0.91,Distracted
1,0.75,0.57,Distracted
1,8.34,0.77,Working
1,22.77,0.9,Distracted
0,24.09,0.26,Idle
1,10.67,0.45,Distracted
1,23.77,0.98,Distracted
1,5.59,1.0,Working
1,25.0,0.43,Distracted
1,8.87,0.69,Distracted
1,16.12,0.69,Distracted
1,16.26,0.74,Distracted
1,14.63,0.59,Distracted
1,25.69,0.74,Distracted
0,20.84,0.25,Idle
1,1.45,0.49,Distracted
1,18.23,0.8,Distracted
1,26.98,0.6,Distracted
1,13.47,0.66,Distracted
1,6.58,0.87,Working
1,11.61,0.53,Distracted
1,25.17,0.8,Distracted
1,26.55,0.74,Distracted
1,19.2,0.59,Distracted
1,22.67,0.97,Distracted
1,6.99,0.79,Working
1,25.96,0.81,Distracted
1,23.67,0.64,Distracted
0,39.48,0.34,Idle
0,36.96,0.21,Idle
1,0.41,0.46,Distracted
1,17.44,0.69,Distracted
1,21.55,0.74,Distracted
1,11.68,0.58,Distracted
1,28.45,0.93,Working
1,24.22,0.62,Distracted
1,19.82,0.99,Distracted
1,14.75,0.95,Distracted
1,13.42,0.8,Distracted
1,12.46,0.41,Distracted
1,13.98,0.72,Distracted
0,31.71,0.37,Idle
0,36.3,0.2,Idle
1,18.8,0.74,Distracted
0,27.38,0.24,Idle
1,1.2,0.77,Working
1,24.88,0.86,Distracted
1,17.89,0.58,Distracted
0,31.05,0.11,Idle
1,23.83,0.73,Distracted
1,8.29,0.84,Working
0,38.1,0.24,Idle
0,33.13,0.34,Idle
1,1.78,0.51,Distracted
1,4.14,0.66,Distracted
1,2.72,0.51,Distracted
1,10.16,0.69,Distracted
0,35.49,0.28,Idle
1,7.44,0.5,Distracted
1,5.5,0.97,Working
1,29.32,0.42,Distracted
1,5.41,0.95,Working
1,2.39,0.87,Working
0,22.62,0.18,Idle
1,19.82,0.95,Distracted
1,9.8,0.85,Working
1,6.28,0.77,Working
0,34.15,0.27,Idle
1,4.55,0.52,Distracted
1,23.87,0.54,Distracted
1,28.39,0.49,Distracted
1,11.14,0.63,Distracted
1,4.67,0.46,Distracted
1,19.27,0.54,Distracted
0,26.28,0.24,Idle
1,5.22,0.84,Working
1,1.47,0.83,Working
1,1.18,0.83,Working
1,29.54,0.65,Distracted
1,8.19,0.63,Distracted
1,25.27,0.58,Distracted
1,15.81,0.46,Distracted
1,7.29,0.48,Distracted
1,26.26,0.62,Distracted
1,20.77,0.82,Distracted
1,15.27,0.64,Distracted
1,8.16,1.0,Working
0,34.64,0.35,Idle
1,21.48,0.61,Distracted
0,20.75,0.35,Idle
0,24.33,0.3,Idle
1,5.78,0.65,Distracted
1,13.92,0.61,Distracted
1,3.48,0.48,Distracted
1,6.12,0.77,Working
1,17.29,0.91,Distracted
1,2.31,0.62,Distracted
1,7.44,0.7,Distracted
1,11.11,0.91,Distracted
0,33.81,0.33,Idle
0,28.15,0.18,Idle
1,21.03,0.72,Distracted
1,17.2,0.69,Distracted
1,28.81,0.95,Distracted
1,12.39,0.81,Distracted
0,37.62,0.37,Idle
1,17.46,0.82,Distracted
1,18.0,0.7,Distracted
1,23.57,0.9,Distracted
1,10.58,0.93,Distracted
0,20.01,0.3,Idle
0,30.24,0.35,Idle
1,3.31,0.5,Working
1,27.78,0.99,Working
1,20.44,0.96,Distracted
1,6.32,0.49,Distracted
1,14.17,0.93,Distracted
1,11.6,0.67,Distracted
1,14.01,0.53,Distracted
1,20.67,0.58,Distracted
0,39.69,0.27,Idle
1,13.78,0.73,Distracted
0,24.51,0.31,Idle
1,4.01,0.5,Distracted
1,23.21,0.91,Distracted
1,18.21,0.64,Distracted
1,22.37,0.43,Distracted
1,21.51,0.63,Distracted
1,29.0,0.44,Distracted
0,20.62,0.16,Idle
1,25.49,0.69,Distracted
1,16.75,0.54,Distracted
0,34.94,0.25,Idle
1,22.52,0.55,Distracted
1,28.69,0.93,Distracted
1,22.13,0.58,Distracted
1,2.71,0.41,Distracted
1,14.53,0.6,Distracted
1,18.54,0.69,Distracted
1,5.79,0.49,Working
1,3.17,0.63,Distracted
1,22.28,0.58,Distracted
1,28.92,0.91,Distracted
1,3.25,0.45,Working
1,6.5,1.0,Working
1,1.85,0.5,Distracted
0,29.56,0.21,Idle
1,6.64,0.54,Distracted
1,28.22,0.74,Distracted
1,15.77,0.81,Distracted
1,8.25,0.73,Working
0,22.7,0.27,Idle
0,20.04,0.23,Idle
0,23.17,0.27,Idle
1,10.1,0.41,Distracted
1,26.69,0.87,Distracted
1,17.29,0.9,Distracted
1,16.14,0.56,Distracted
1,6.21,0.98,Working
0,23.86,0.13,Idle
1,25.18,0.68,Distracted
1,11.06,0.56,Distracted
1,24.15,0.88,Distracted
1,16.33,0.93,Distracted
1,12.68,0.83,Distracted
1,26.82,0.89,Distracted
1,22.6,0.53,Distracted
0,29.23,0.15,Idle
1,6.28,0.41,Distracted
1,21.03,0.81,Distracted
1,12.33,0.65,Distracted
1,26.09,0.75,Distracted
1,14.66,0.58,Distracted
1,27.87,0.96,Distracted
0,28.93,0.12,Idle
1,5.16,0.67,Distracted
1,2.56,0.63,Distracted
0,36.62,0.12,Idle
1,3.47,0.96,Working
1,19.54,0.85,Distracted
0,27.43,0.32,Idle
1,16.25,0.66,Distracted
1,12.76,0.71,Distracted
1,26.84,0.86,Working
1,20.26,0.41,Distracted
0,38.38,0.18,Idle
1,12.62,0.77,Distracted
1,27.62,0.67,Distracted
1,16.7,0.97,Distracted
1,11.86,0.81,Distracted
0,34.26,0.3,Idle
1,23.85,0.7,Distracted
0,37.15,0.14,Idle
1,19.12,0.6,Distracted
1,24.28,0.64,Distracted
1,5.19,0.44,Distracted
1,7.7,0.65,Distracted
0,34.48,0.38,Idle
1,27.96,0.8,Distracted
1,4.23,0.86,Working
1,3.4,0.72,Working
1,23.37,0.7,Distracted
1,11.35,0.44,Distracted
1,2.7,0.5,Distracted
1,0.61,0.5,Distracted
1,25.44,0.79,Distracted
1,20.29,0.86,Distracted
1,17.8,0.76,Distracted
1,17.21,0.56,Distracted
1,24.0,0.43,Distracted
1,21.3,0.53,Distracted
1,7.58,0.55,Distracted
1,17.4,0.48,Distracted
1,1.61,0.8,Working
1,20.61,0.64,Distracted
1,24.65,0.83,Distracted
1,11.0,0.83,Distracted
0,32.5,0.38,Idle
1,22.29,0.63,Distracted
1,27.57,0.72,Distracted
1,16.24,0.89,Distracted
0,32.05,0.25,Idle
0,23.16,0.17,Idle
1,15.75,0.61,Distracted
1,0.66,0.76,Working
1,8.71,0.86,Working
1,21.14,0.97,Distracted
1,15.3,0.5,Distracted
1,9.22,0.44,Distracted
1,14.95,0.69,Distracted
0,35.35,0.35,Idle
1,13.01,0.75,Distracted
1,28.67,0.6,Distracted
1,5.94,0.84,Working
1,20.33,0.98,Distracted
1,6.82,0.51,Distracted
1,18.26,0.95,Distracted
1,22.18,0.89,Distracted
0,21.84,0.38,Idle
0,36.97,0.23,Idle
1,1.34,0.45,Distracted
0,20.45,0.35,Idle
1,1.03,0.93,Working
0,39.84,0.39,Idle
0,27.34,0.15,Idle
1,23.29,0.45,Distracted
1,23.12,0.51,Distracted
1,13.84,0.59,Distracted
1,6.29,0.84,Working
1,25.93,0.84,Distracted
1,15.2,0.4,Distracted
1,14.78,0.63,Distracted
1,13.49,0.41,Distracted
0,27.11,0.18,Idle
1,27.71,0.9,Distracted
1,20.84,0.65,Distracted
0,22.65,0.3,Idle
1,25.36,0.84,Distracted
1,1.8,0.77,Working
1,4.89,0.57,Distracted
1,15.06,0.62,Distracted
0,30.56,0.16,Idle
0,29.13,0.1,Idle
1,2.59,0.46,Distracted
1,24.33,0.69,Distracted
1,23.62,0.82,Distracted
1,3.87,0.49,Working
